date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city__location,investors_name,investmentntype,amount_in_usd,city_location
2018-07-10,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,seed funding,1700000.0,Delhi
2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bangalore,ResponsAbility,private equity,5000000.0,Bangalore
2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",private equity,5000000.0,Mumbai
2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,private equity,2500000.0,Rourkela
2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",seed funding,180000.0,Gurugram
2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bangalore,Brand Capital and Others,seed funding,500000.0,Bangalore
2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",seed funding,175000.0,Jaipur
2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",private equity,29000000.0,Gurugram
2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",private equity,49700000.0,Gurugram
2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,seed funding,1500000.0,Bangalore
2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",private equity,100000000.0,Mumbai
2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,Bangalore,Not Disclosed,seed funding,1500000.0,Bangalore
2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,private equity,18000000.0,Mumbai
2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bangalore,Not Disclosed,seed funding,1700000.0,Bangalore
2018-07-23,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",seed funding,280000.0,Gurugram
2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",seed funding,436000.0,Bangalore
2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bangalore,Gray Matters,seed funding,180000.0,Bangalore
2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,private equity,45000000.0,Pune
2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",private equity,17000000.0,Mumbai
2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",seed funding,1250000.0,Bangalore
2018-07-25,iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,seed funding,2500000.0,Bangalore
2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",seed funding,1100000.0,Bangalore
2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,private equity,1700000.0,Bangalore
2018-07-26,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),private equity,500000.0,Hyderabad
2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,private equity,11000000.0,Gurugram
2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",private equity,120000000.0,Bangalore
2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",private equity,100000000.0,Chennai
2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,seed funding,5000000.0,Hyderabad
2018-06-01,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",private equity,10000000.0,Gurugram
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,seed funding,125000.0,Bangalore
2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",seed funding,1700000.0,Srinagar
2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",seed funding,1700000.0,Nagpur
2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,seed funding,1700000.0,Mumbai
2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),private equity,23000000.0,Bhubneswar
2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",private equity,11500000.0,Bangalore
2018-06-10,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",private equity,21500000.0,Gurugram
2018-06-11,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,seed funding,1700000.0,Hyderabad
2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,private equity,14800000.0,Mumbai
2018-06-12,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,private equity,10100000.0,Chennai
2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,seed funding,3000000.0,Bangalore
2018-06-13,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",seed funding,300000.0,Gurugram
2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",seed funding,450000.0,Noida
2018-06-13,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,seed funding,1700000.0,Gurugram
2018-06-14,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,seed funding,3450000.0,Bangalore
2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,private equity,4800000.0,Mumbai
2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,private equity,21000000.0,Chandigarh
2018-06-18,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,seed funding,1700000.0,Delhi & Cambridge
2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,seed funding,1700000.0,Pune
2018-06-19,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",seed funding,1100000.0,Bangalore
2018-06-20,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",private equity,15000000.0,Mumbai
2018-06-22,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",private equity,9100000.0,Bangalore
2018-06-25,Policy Bazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,private equity,200000000.0,Gurugram
2018-06-25,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,private equity,4000000.0,Bangalore
2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,seed funding,1000000.0,Gurugram
2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,private equity,8950000.0,Noida
2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",private equity,19000000.0,Bangalore
2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,private equity,4500000.0,Mumbai
2018-06-28,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,seed funding,1100000.0,Bangalore
2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bangalore,Leo Capital,seed funding,2000000.0,Bangalore
2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,seed funding,1700000.0,Kolkatta
2018-05-02,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,seed funding,450000.0,Chennai
2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",private equity,22000000.0,Mumbai
2018-05-03,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",seed funding,2500000.0,Chennai
2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,Not Disclosed,seed funding,225000.0,Mumbai
2018-05-09,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",seed funding,1000000.0,Mumbai
2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,seed funding,949000.0,Pune
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",private equity,24000000.0,Mumbai
2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",private equity,4200000.0,Bangalore
2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bangalore,Blume ventures,seed funding,300000.0,Bangalore
2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",private equity,7000000.0,Gurugram
2018-05-22,Vola,Finance,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,seed funding,500000.0,Bangalore
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,LetsVenture,seed funding,735000.0,Bangalore
2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,seed funding,735000.0,Bangalore
2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",seed funding,2000000.0,Kolkata
2018-05-24,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",seed funding,2000000.0,Delhi
2018-05-24,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,seed funding,293000.0,Delhi
2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",seed funding,12000000.0,Mumbai
2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",seed funding,200000.0,Mumbai
2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",seed funding,1500000.0,Gurugram
2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bangalore,Amazon Inc. and Mastercard,private equity,8000000.0,Bangalore
2018-05-30,Events High,Consumer Internet,Events and Activities Discovery Platform,Bangalore,Treebo,private equity,1700000.0,Bangalore
2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",private equity,14000000.0,Bangalore
2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",seed funding,1300000.0,Hyderabad
2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",private equity,2000000.0,Mumbai
2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,seed funding,307600.0,Coimbatore
2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",seed funding,1700000.0,Gurugram
2018-04-02,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bangalore,Not Disclosed,seed funding,1300000.0,Bangalore
2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",private equity,55000000.0,Bangalore
2018-04-05,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",seed funding,150000.0,Hyderabad
2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",private equity,10000000.0,Bangalore
2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,seed funding,2800000.0,Chennai
2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,seed funding,1000000.0,Mumbai
2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",seed funding,1700000.0,Mumbai
2018-04-09,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,Not Disclosed,seed funding,46140.0,Delhi
2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bangalore,Kae Capital Management,seed funding,1700000.0,Bangalore
2018-04-10,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",private equity,12000000.0,Gurugram
2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",seed funding,1000000.0,Delhi
2018-04-12,AyeFinance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",debt funding,4600000.0,Gurugram
2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,seed funding,2000000.0,Mumbai
2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,seed funding,500000.0,Delhi
2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bangalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",seed funding,1700000.0,Bangalore
2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",private equity,22000000.0,Mumbai
2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,private equity,1700000.0,Faridabad
2018-04-19,mamaearth,Healthcare,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,private equity,1700000.0,Gurugram
2018-04-19,Fyle Technologies,Technology,AI Based Expense Management Platform,Bangalore,Pravega Ventures and Beenext,seed funding,1100000.0,Bangalore
2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",private equity,23000000.0,Gurugram
2018-04-22,Visit,Healthcare,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",private equity,1700000.0,Delhi
2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,seed funding,1900000.0,Mumbai
2018-04-22,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",private equity,11000000.0,Mumbai
2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Not Disclosed,seed funding,150000.0,Mumbai
2018-04-23,Capital Float,Finance,Online Lending Platform,Bangalore,Amazon,private equity,22000000.0,Bangalore
2018-04-25,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",seed funding,246000.0,Delhi
2018-04-26,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",private equity,5500000.0,Delhi
2018-04-26,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",private equity,1700000.0,Noida
2018-04-27,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",private equity,10000000.0,Gurugram
